company_name,registered,company_age,valid_address,domain_age,listed_in_gov_db,has_audited_reports,is_fraud
Smith-Rose,0,35,1,18,1,0,0
Rice PLC,0,33,1,20,1,1,0
"Smith, Brown and Frazier",0,29,0,15,0,0,1
Mendoza-York,1,36,1,14,1,1,0
Aguilar-Golden,1,25,1,4,1,1,1
Davis-James,1,45,1,8,0,1,1
"Gould, Miles and Banks",1,7,0,15,0,1,0
Hernandez Ltd,1,33,1,13,1,0,0
"Long, White and Graham",0,48,1,7,0,1,1
Moore-James,1,20,0,15,1,1,1
Alvarez PLC,1,0,0,9,1,1,0
"Hall, Garrett and Allison",1,7,1,9,1,1,0
Horne Ltd,0,30,1,19,1,1,0
Brock and Sons,1,43,0,10,0,0,1
Stark-Lawson,1,9,1,1,1,0,1
Wilson LLC,0,27,0,3,0,0,1
Delacruz Ltd,1,31,1,1,1,1,1
Torres-Gilmore,0,22,1,12,0,1,1
"Reese, Meza and Coleman",1,25,0,13,1,1,0
"Howard, Hester and Harvey",0,5,1,0,1,0,1
Thompson-Hamilton,0,11,0,4,1,0,1
"Short, Keller and Berry",1,26,0,2,1,1,0
Powell-Alvarez,0,5,1,0,1,1,1
Scott-Moreno,1,25,0,11,1,0,0
"Perkins, Johnson and Mcdonald",0,49,1,11,1,1,0
Watson-Jones,1,8,1,16,1,1,1
Norris-Brown,1,34,1,1,1,1,0
Garcia-Pacheco,0,31,0,19,1,1,1
Pacheco Inc,1,11,1,8,0,1,0
Brooks-Martinez,1,20,0,7,0,1,1
Woodward-Sullivan,1,25,1,6,1,0,0
Cabrera-Thomas,1,30,1,9,1,0,0
"Keller, Snow and Butler",1,6,1,3,0,1,1
"Fernandez, Carroll and Buckley",0,2,0,14,1,0,1
Walker Ltd,1,28,1,13,1,1,0
Davis-Pearson,1,48,1,4,0,0,1
Frost Inc,1,43,1,7,0,0,0
Davis-Cardenas,0,24,1,9,1,0,1
Moran Group,0,16,1,11,1,0,0
"Crawford, Dodson and Gordon",1,20,0,5,1,1,1
Becker PLC,1,19,0,5,1,0,1
White-Greer,1,22,0,15,0,1,1
Robinson-Simmons,0,42,1,8,1,1,0
Smith Ltd,0,16,1,0,1,0,1
Tran-Brown,1,46,0,9,0,0,1
Flynn and Sons,1,45,1,15,0,1,0
"Ho, Yang and Barrett",1,25,0,1,1,1,0
"Lambert, King and Montgomery",1,29,1,12,1,1,0
Brennan-Hoffman,1,28,1,9,1,0,1
"Moss, Gonzalez and Williams",1,36,1,13,0,0,0
Fox Inc,1,9,1,5,1,0,0
"Thompson, Lloyd and Mccann",0,17,1,14,0,1,1
"Jones, Gill and Armstrong",0,18,1,18,0,1,1
"Ho, Harrison and Herrera",1,47,1,5,1,1,0
Gilbert Inc,1,46,1,2,1,0,1
Tyler-Roberts,0,34,1,15,0,1,1
Robles and Sons,1,3,1,16,1,0,1
Bailey-Wheeler,1,25,1,12,1,1,0
Grant LLC,1,34,1,20,0,1,1
"Carson, Chapman and Anderson",0,46,1,17,1,1,1
Mcdonald-Sanders,0,34,0,11,1,0,1
White and Sons,0,26,1,17,0,1,1
Shaw-White,1,21,1,8,1,0,0
"Bradshaw, Conway and Miller",1,9,1,14,0,1,0
Scott Ltd,0,7,1,16,1,0,1
Martin and Sons,1,10,1,3,1,0,1
Carey-Jacobs,1,25,1,0,0,1,1
Hicks Inc,0,2,0,12,1,0,1
Peterson-Willis,0,35,0,17,1,1,1
Williams-Moore,1,19,1,16,1,1,0
"Reynolds, Freeman and Ibarra",0,49,1,19,1,1,0
Moss and Sons,1,26,1,18,1,0,0
"Bennett, Love and Valdez",1,10,0,18,0,1,1
"Kennedy, Hughes and Vasquez",1,28,1,17,1,1,0
"Payne, Dixon and Sweeney",1,9,0,5,0,0,1
Ruiz and Sons,0,20,0,5,0,0,1
Davis Ltd,1,16,1,14,0,0,1
Patterson PLC,1,4,0,16,1,1,1
Larson Ltd,1,7,0,2,0,0,1
"Blankenship, Smith and Mercado",1,32,0,18,0,1,1
Mullins Group,0,43,1,11,0,0,1
Terry-Tran,0,41,0,9,1,1,1
Sandoval-White,0,31,1,3,1,0,1
"Meyer, Smith and Middleton",0,4,1,16,0,0,1
Blackwell Group,0,19,0,3,0,0,1
Clarke PLC,1,8,0,8,1,0,1
"Washington, Wilson and Welch",1,30,0,7,1,1,0
Heath-Liu,0,12,0,7,1,0,1
Chavez-Brown,0,50,1,16,1,0,1
Jones Group,1,28,1,3,1,0,0
Daniels-Spencer,0,33,1,12,1,1,0
Parker Inc,1,5,1,0,1,1,0
Everett PLC,0,37,0,4,1,1,1
"Pham, Meadows and Ellis",1,20,0,16,0,1,0
"Williams, Bryant and Fuller",1,47,1,3,0,1,0
"Peters, Williamson and Lewis",1,35,1,7,1,0,0
"Kramer, Guerrero and Bryant",0,17,1,16,0,0,1
Hubbard-Reyes,1,3,0,15,0,0,1
"Ferrell, Carrillo and Dorsey",1,50,0,14,0,1,1
"Brown, Gonzalez and Rodriguez",1,5,1,3,1,1,0
"Parker, Johnson and Brown",0,2,1,12,1,1,1
Sullivan LLC,0,0,1,14,0,0,1
Pierce-Salazar,1,19,1,2,1,1,0
Potts-Palmer,1,47,0,14,1,0,0
"Daniels, Smith and Jones",1,33,1,18,1,0,1
Fisher-Galloway,0,26,1,9,0,1,1
"Martin, Hudson and Ayala",1,18,0,4,0,1,1
Gordon and Sons,0,5,0,11,1,1,1
Calhoun PLC,1,32,0,1,1,1,0
Collins LLC,1,4,1,16,0,1,0
Conway Ltd,0,6,1,17,0,0,1
Chan-Fields,1,5,0,14,0,0,1
Nguyen and Sons,1,9,1,8,0,0,1
Saunders-Munoz,0,17,0,17,1,1,0
Torres-Hall,0,17,0,14,1,1,1
"Hubbard, Davies and Wilkins",0,31,0,15,1,0,1
Stevens PLC,1,8,1,4,1,0,0
Camacho-Stark,0,18,0,8,0,1,1
"Williams, Howard and Trujillo",0,14,1,4,0,0,1
Wilson and Sons,1,30,0,5,0,1,1
Thomas-Vasquez,1,47,0,3,1,1,0
"Johnson, Montgomery and Landry",1,16,1,20,0,1,1
Stanley Group,1,42,0,9,0,1,1
Cook LLC,0,24,0,11,1,0,1
Guerrero LLC,1,28,1,8,0,0,0
Ewing LLC,0,18,1,11,0,0,1
Patel-Barber,0,48,1,9,1,0,1
Rios-Williams,1,32,0,12,1,1,0
Harrison-Blackburn,1,28,1,8,1,1,1
"Dickerson, Good and Martin",1,28,1,2,0,0,1
Chan-Hudson,1,45,1,6,0,1,0
Nelson Inc,1,3,1,9,0,1,0
"Bryan, Price and Gutierrez",1,4,0,5,0,1,0
Chen-Wood,0,13,1,5,0,0,1
Evans Group,0,30,1,16,0,0,1
Morgan-Byrd,0,35,0,15,1,1,1
Wolf LLC,1,22,0,1,0,1,0
Moore and Sons,1,28,0,20,1,1,0
"Garza, Mcpherson and Garcia",1,36,1,8,1,0,1
Trujillo Inc,0,41,1,8,1,1,0
"Ross, Lee and West",0,28,1,14,1,0,0
"Davis, Ross and Sanchez",1,24,0,9,0,1,1
Marshall Group,1,30,0,2,0,0,1
"Ryan, Pace and Zavala",1,25,0,8,0,1,1
Baxter-Collins,1,38,1,4,1,0,0
Steele and Sons,0,34,1,11,1,1,0
Fowler-Maxwell,0,48,0,0,1,0,1
York-Pierce,1,35,1,10,0,1,0
Welch PLC,0,50,1,2,0,0,1
Le-Dean,1,16,1,2,1,1,0
Meyers and Sons,1,6,0,16,1,1,1
Wilson-Walker,0,6,1,7,1,1,0
Gray and Sons,0,6,0,17,1,0,1
Flowers Ltd,0,8,0,9,1,1,1
"Tucker, Flores and Dominguez",1,36,1,10,1,0,0
Callahan-Gordon,0,31,1,18,1,1,0
Johnson-Lyons,0,3,1,14,0,0,1
"Kelly, Hunt and Knight",0,36,1,16,0,1,1
Newton LLC,0,47,0,8,0,1,1
Clements-Roberts,0,37,0,12,1,1,1
"Novak, Huber and Adams",1,29,0,19,1,1,1
"Carrillo, Fernandez and Davis",1,5,0,11,1,0,0
"Burns, Taylor and Turner",0,10,1,7,0,0,1
"Ward, Carter and Williams",0,11,0,18,0,1,1
"Moran, Hicks and Erickson",1,5,0,15,0,1,1
Nguyen-Mann,0,12,1,19,1,0,1
Brown-Miller,0,50,1,16,1,1,1
Francis-Wilson,1,0,1,1,1,1,0
Golden-Bernard,1,20,0,9,1,0,1
King-Watson,0,1,1,17,1,0,1
Montgomery-Fox,0,37,1,0,0,0,1
Dennis Inc,1,47,1,3,1,1,0
Mitchell Ltd,1,2,1,14,1,0,1
"Smith, Williams and Miller",1,0,1,8,1,1,0
George-Scott,1,45,1,18,1,0,1
"Garcia, Phelps and Anderson",0,21,1,11,0,0,1
Smith Group,0,19,1,8,0,1,1
Payne Ltd,0,6,0,10,1,0,1
Aguilar PLC,1,48,1,8,1,1,0
Moore-Mckinney,0,41,0,1,1,1,0
"Nichols, White and Bennett",0,50,0,12,1,0,1
Scott-Moreno,1,25,0,11,1,0,0
"Watkins, Lawrence and Bright",1,48,1,0,1,0,1
Bauer and Sons,1,49,1,19,1,1,0
"Smith, Walker and Villa",0,45,0,9,1,0,1
"Hill, Williams and Davis",1,40,1,10,1,1,0
"Short, Keller and Berry",1,26,0,2,1,1,0
Hoffman LLC,1,31,0,15,1,0,0
"Herrera, Lee and Vasquez",0,42,1,18,1,1,1
Wu Inc,1,41,1,6,1,1,1
"Moore, Mitchell and Calhoun",1,32,1,16,0,0,1
"Adams, Johnson and Clark",0,20,0,17,1,0,1
"Smith, Clark and Sullivan",1,6,0,13,0,1,1
"Hicks, Brown and Smith",0,22,1,15,1,1,1
Scott-Mcclain,0,34,0,16,1,1,0
Cox Inc,1,28,0,9,0,1,1
Small LLC,0,46,0,6,0,1,1
"Mclaughlin, Morgan and Booth",1,25,0,17,0,0,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
"Stephens, Velasquez and Forbes",1,15,0,14,1,1,0
Vega-Ruiz,1,14,1,16,1,0,1
Anderson-Snyder,1,12,0,9,1,1,0
Morris-Ferrell,1,0,1,12,1,1,0
"Perez, Richardson and May",1,1,0,11,0,1,1
Williams-Shelton,1,3,0,18,1,0,1
Huynh-Bennett,0,29,1,5,0,0,1
"Romero, Sharp and Brooks",1,43,1,4,0,0,1
Young-Smith,1,38,1,14,0,1,1
"Leach, Mccann and Romero",0,17,1,13,0,1,1
Moore-Stewart,1,31,1,18,1,1,1
Francis Inc,1,42,1,6,0,1,1
Thomas Inc,0,43,0,18,0,1,1
Petersen PLC,1,39,1,1,1,1,0
Bishop Ltd,0,10,0,18,1,0,1
"Adams, Reyes and Smith",1,28,0,11,0,1,1
"Hampton, Kelly and Smith",0,39,0,20,1,1,0
Calderon-Knapp,1,0,0,15,1,1,0
Miller PLC,0,40,0,20,1,1,0
Weaver and Sons,1,39,1,16,1,1,0
"Roberts, Mckinney and Calhoun",0,46,0,18,1,1,0
Morrison-Delgado,1,16,1,5,0,0,1
Love PLC,0,12,0,15,0,0,1
"Rhodes, Martin and Kim",1,47,1,7,1,0,0
Williams-Herring,1,18,0,6,1,1,0
Graham-Oconnell,1,29,0,18,0,0,1
Miller-Cooper,0,3,1,16,0,1,1
Spencer-Coleman,0,19,0,13,1,0,1
Murphy Ltd,0,25,0,1,1,0,1
Mckenzie Group,1,38,0,15,0,1,1
Johnson-Garcia,1,48,1,18,1,0,0
Baxter Ltd,1,19,1,2,0,1,1
Wilson-Thomas,1,25,1,9,1,0,1
"Miller, Dawson and Nichols",1,15,0,18,1,0,0
Greer PLC,1,43,1,1,0,1,0
Vargas Ltd,0,8,0,3,0,0,1
Jones PLC,1,14,1,5,1,0,0
Martinez Ltd,0,18,1,12,1,1,1
Collins-Cervantes,1,15,0,14,1,0,1
Miller Inc,1,13,1,3,1,1,0
"Gonzalez, Parker and Keller",1,37,0,4,1,1,0
Moore-Mckinney,0,41,0,1,1,1,0
Hays LLC,1,49,0,11,1,0,0
"Stone, Rogers and Ward",1,20,1,15,0,1,0
Young-Johnson,1,31,1,0,0,0,1
"Sullivan, Knight and Myers",0,2,1,17,0,1,0
Wright and Sons,1,20,1,4,0,1,1
"Anderson, Romero and Garcia",1,14,0,9,1,0,1
"Kim, Watkins and Thomas",1,45,0,15,1,0,0
"Shelton, Singh and Hernandez",0,10,0,3,0,1,0
Lewis-Dixon,1,50,1,17,0,0,1
"Washington, Wilson and Welch",1,30,0,7,1,1,0
Clements PLC,0,28,0,17,0,1,1
Rivera-Smith,0,41,1,6,0,0,1
Smith-Martin,1,33,0,18,1,0,1
Beasley-Johnson,1,48,0,5,0,0,1
Castillo-Cisneros,0,36,0,9,0,0,1
Cummings-Gonzales,0,29,1,3,1,1,0
Perkins-Chapman,1,35,0,19,1,0,1
"Mooney, Kelly and Smith",1,38,1,5,1,1,1
Mcclain Group,1,44,1,0,1,1,1
"Peters, Williamson and Lewis",1,35,1,7,1,0,0
"Gardner, Pacheco and Coleman",1,30,1,19,0,0,1
"Benjamin, Guzman and Knapp",1,35,0,16,1,0,1
Mason Inc,1,20,1,13,1,1,0
Mcmillan-Miller,1,29,0,20,1,0,0
Saunders PLC,0,34,0,19,1,0,1
Long PLC,1,43,0,3,1,1,1
Scott-Moreno,1,25,0,11,1,0,0
Johnson-Garcia,1,48,1,18,1,0,0
"Garcia, Henry and Ball",1,4,0,10,1,0,1
Snyder and Sons,1,6,0,0,1,0,1
"Johnson, Myers and Boyd",0,45,1,19,1,0,1
Ortiz Ltd,0,50,1,3,1,0,1
Miller LLC,0,47,0,11,0,1,1
Walker-Armstrong,0,39,0,1,1,0,1
"Kline, Aguirre and Matthews",1,33,0,8,1,0,1
Farley LLC,0,10,0,4,1,0,1
Pierce-Salazar,1,19,1,2,1,1,0
"Taylor, Clark and Curry",1,50,0,16,1,1,1
"Wilson, Hill and Hoffman",0,21,0,1,1,0,1
"Parks, Estes and Zimmerman",0,38,1,14,0,0,1
"Chan, Fields and Jackson",1,24,1,19,0,0,1
"Watson, Lopez and Vazquez",0,44,1,14,1,1,0
"Farmer, Ferguson and Matthews",1,44,0,13,0,1,1
Mcmillan-Miller,1,29,0,20,1,0,0
"Wilson, Wilkins and Henry",0,8,1,9,1,1,0
Jackson-Vazquez,1,10,1,14,0,1,1
Wood Inc,1,18,1,19,1,1,0
"Glover, Burch and Tucker",0,30,1,17,1,1,1
"Robinson, Marquez and Richardson",1,13,1,15,0,1,1
"Mcconnell, Clark and Glenn",1,49,0,3,1,0,1
Dixon Group,0,5,0,2,1,0,1
"Cole, Lee and Davis",0,41,0,5,1,1,0
Robinson Group,1,7,1,17,0,1,1
Myers-Moore,0,9,1,10,1,1,0
Alvarez PLC,1,17,1,15,0,1,1
"Goodman, Jackson and Richmond",1,7,0,7,1,0,0
Mcconnell-Palmer,0,39,1,1,1,1,0
Edwards-Winters,1,17,1,0,1,1,1
Hill-Mcdonald,1,20,0,7,1,1,0
Smith-Little,1,18,0,5,0,1,0
Lewis-Faulkner,1,5,0,13,1,1,1
Oliver PLC,1,0,1,1,1,0,0
Anderson-Livingston,1,22,1,11,1,1,0
"Smith, Gonzalez and Murphy",1,2,1,3,1,1,0
Alexander-Novak,0,6,1,19,1,1,1
Adams PLC,0,16,1,15,1,1,0
"Bishop, Gonzalez and Larson",0,29,1,19,1,0,0
"Yang, Franklin and Kennedy",0,24,1,18,1,0,0
"Garcia, Colon and Travis",0,20,1,7,1,1,0
Wells Inc,0,40,1,20,1,1,1
Smith-Peterson,0,50,1,14,1,1,0
"Washington, Wilson and Welch",1,30,0,7,1,1,0
Wood and Sons,1,38,0,1,1,1,1
"Soto, Patterson and Chavez",0,22,0,15,1,0,1
Lee-Thomas,1,30,1,1,1,1,0
Scott-Mcclain,0,34,0,16,1,1,0
"Koch, Williams and Leon",1,47,1,6,1,1,0
Bailey Ltd,1,24,1,10,0,0,0
Saunders-Munoz,0,17,0,17,1,1,0
Grimes-Cole,1,16,0,0,1,1,1
"White, Huang and Sanchez",1,25,0,17,0,1,1
Ruiz Group,0,11,0,15,1,1,1
Roberts-Valdez,0,43,1,0,0,0,1
Morris-Koch,1,37,1,17,1,1,1
Gonzalez and Sons,1,13,1,17,0,1,1
Fisher Ltd,1,5,1,8,1,1,1
Powers Inc,1,32,0,5,1,1,0
"Berry, George and Murphy",0,2,1,10,1,0,1
"Johnson, Bell and Baird",0,30,1,14,1,1,0
"Simpson, Mcdaniel and Bailey",1,28,0,13,1,0,1
Yu Group,0,21,1,13,0,1,1
Greer-Jones,0,14,1,4,0,0,1
"Roberts, James and Morris",1,37,1,1,1,1,0
Fuentes LLC,1,29,1,9,1,0,0
"Schroeder, Copeland and Flores",1,0,1,8,0,0,1
Ward and Sons,0,5,1,13,0,0,1
Pearson-Henderson,0,19,1,9,0,0,1
Robinson-Gonzalez,1,16,0,17,1,0,0
White-Robinson,1,29,1,4,1,1,0
Morales-Bowers,0,15,1,20,1,0,1
Reeves-Franklin,1,49,0,12,0,0,1
Miller-Miller,1,28,1,16,1,0,1
Taylor PLC,0,7,1,6,1,1,0
Rogers-Chan,1,50,1,9,1,0,0
Browning-Stewart,1,5,0,11,1,0,1
White Ltd,1,16,0,4,1,0,0
Green Ltd,1,2,1,2,1,1,0
"Roberts, Mckinney and Calhoun",0,46,0,18,1,1,0
Knight LLC,0,35,0,9,1,0,1
Martinez-Pitts,1,12,1,20,0,0,1
Daniels-Thompson,0,1,1,5,1,1,1
Trujillo Inc,0,41,1,8,1,1,0
Collins-Torres,0,25,0,9,1,1,1
Glass Ltd,0,34,0,9,0,0,1
Stewart LLC,1,1,0,16,1,0,1
Willis PLC,0,38,1,10,1,0,1
Rivera Ltd,0,44,0,2,0,1,1
Maxwell Group,0,41,1,16,0,0,1
Moreno-Miller,0,43,1,15,1,0,1
Jackson Inc,0,42,0,8,1,0,1
West and Sons,1,50,0,13,1,1,1
"Roberts, Boyd and Thompson",0,26,0,5,0,1,0
Kim PLC,0,25,1,8,0,0,1
Harrison PLC,0,44,1,14,1,0,0
Hinton PLC,0,25,0,8,0,1,1
Franco Inc,1,13,1,16,0,0,1
Lopez-Graham,1,44,0,1,0,1,1
Henry LLC,1,0,0,12,0,1,1
"Trujillo, Perry and Lyons",0,23,1,3,0,0,0
Hamilton-Ramirez,1,31,0,7,0,1,1
Singh Ltd,1,9,0,10,0,0,1
Johnson LLC,1,50,0,5,1,0,0
Valdez and Sons,1,32,0,20,0,1,1
Armstrong-Jenkins,1,11,1,1,0,1,1
Ward and Sons,0,6,0,11,1,1,1
"Smith, Williams and Miller",1,0,1,8,1,1,0
Johnson Group,0,17,1,9,1,0,0
"Brown, Hughes and Smith",0,12,1,1,0,0,1
Graham-Padilla,1,1,1,0,0,1,0
Watson Group,0,35,1,7,1,0,0
"Davenport, Marquez and Stanley",1,36,0,5,0,0,1
"Cantu, Riley and Smith",1,3,1,3,1,0,1
Smith-Davis,1,38,0,6,0,1,1
Powers Inc,0,38,0,16,1,0,1
Evans LLC,1,9,0,20,1,0,0
"Fowler, Smith and Walsh",1,25,0,9,1,1,0
"Ho, Yang and Barrett",1,25,0,1,1,1,0
"Burke, Anderson and Williams",0,31,0,5,0,1,1
Webster Group,0,18,1,8,1,1,0
"Hicks, Scott and Holloway",0,9,1,20,1,1,0
Mendoza-York,1,36,1,14,1,1,0
"Ryan, Pham and Rogers",0,21,1,4,0,0,0
"Roberts, Mckinney and Calhoun",0,46,0,18,1,1,0
Mcpherson-Wright,0,18,0,20,0,1,1
Sanchez-Werner,0,18,1,8,0,0,1
Williams Group,1,25,1,4,1,1,1
Holmes Inc,1,9,0,20,1,1,0
Phillips and Sons,0,45,1,15,0,1,0
Solis Inc,0,42,1,13,1,1,1
"Ruiz, Gilmore and Nguyen",0,35,1,13,1,1,0
"Miller, Jackson and Newton",0,45,1,20,1,0,1
Diaz-Webster,1,2,0,3,0,0,1
Nelson-Brown,1,21,1,4,0,0,1
Swanson Group,1,32,1,18,0,0,1
Rogers Group,1,23,1,14,0,1,1
Dominguez-Jones,1,50,1,9,1,0,0
Beard-Richardson,0,21,0,13,0,0,1
Williams and Sons,1,43,1,3,0,0,1
"Medina, Wright and James",1,45,1,6,0,1,0
"Richardson, Greene and James",1,4,0,7,0,1,1
Johnson LLC,0,2,1,9,0,1,1
Davis-Martinez,0,29,1,17,0,1,1
Tran-Miles,1,19,0,3,1,0,1
"Robinson, Johnson and Nichols",1,25,0,10,1,1,0
Bryan-Collier,1,11,1,15,0,0,1
Jones-Ortega,1,39,0,2,0,1,1
"Krueger, Alvarez and Howard",0,18,1,1,0,1,1
Bishop Group,1,24,0,14,1,1,1
Dunn LLC,0,1,1,8,1,1,0
Brown PLC,0,33,1,7,1,1,0
Lloyd PLC,0,40,0,6,1,0,1
Johnson LLC,1,50,0,5,1,0,0
"Wilson, Wilkins and Henry",0,8,1,9,1,1,0
Levy PLC,1,39,0,10,1,1,0
Miller LLC,0,26,1,3,1,0,1
Taylor LLC,0,49,0,7,1,0,1
"Roberts, Boyd and Thompson",0,26,0,5,0,1,0
Flowers-Zamora,1,13,1,5,1,0,1
Davis-Werner,0,32,0,20,0,0,1
Armstrong-Pearson,1,5,1,4,1,0,0
Stanley-Acevedo,0,46,1,20,0,0,1
Sanders and Sons,1,17,0,17,1,1,0
"Dalton, Gomez and Kirby",1,8,0,14,1,0,1
Collins-Orr,1,11,1,9,0,0,1
"Hayes, Burton and White",1,47,1,2,0,1,0
Bates and Sons,0,3,1,18,1,1,0
"George, Hernandez and Boyle",1,34,1,6,1,1,0
Logan-Martinez,0,50,1,0,1,1,0
Moran Inc,0,50,1,9,1,1,1
"Cole, Wilson and Robinson",0,40,1,14,1,0,1
Ross Inc,0,48,0,16,0,1,1
"Hardy, Jones and Mejia",1,4,1,11,0,1,0
"Garcia, Davis and Kramer",1,36,1,0,1,1,0
"Barnes, Perry and Perry",1,12,0,2,1,1,1
"Johnson, Waller and Perez",0,0,0,9,1,0,1
Robertson PLC,1,46,1,13,1,1,0
Moore and Sons,1,24,0,6,1,0,1
Dennis Inc,1,47,1,3,1,1,0
Campbell-Yang,1,23,1,2,1,1,1
"Warner, Arnold and Webster",1,19,0,1,1,0,1
Evans Group,0,36,1,4,0,0,1
"Sullivan, Knight and Myers",0,2,1,17,0,1,0
"Johnson, Thomas and Gill",0,50,0,7,1,0,1
Reese Ltd,1,20,1,7,1,1,0
Jones-Hunter,1,11,1,4,0,1,0
"Hampton, Kelly and Smith",0,39,0,20,1,1,0
"Moore, Delacruz and Roberts",1,6,1,5,1,0,0
Griffin-Barnes,0,11,1,11,0,0,1
"Bell, Schwartz and Lloyd",1,43,1,17,0,0,1
Hughes and Sons,1,45,1,8,1,1,0
"Hunter, Weiss and Parker",0,36,1,15,0,0,1
Rodriguez-Evans,0,32,0,15,1,0,1
"Mcgee, Heath and Fields",0,26,0,16,0,1,1
Jackson and Sons,0,11,0,6,1,1,1
Cohen-Velez,1,36,1,15,0,0,1
Jensen-Brown,0,17,1,7,0,0,1
"Walker, Waters and Sanchez",0,33,1,15,1,0,1
Allen-Davidson,0,9,0,13,1,0,1
Simmons-Yang,0,21,1,15,1,1,0
Glass-Frye,1,5,1,5,0,1,0
Williams-Alexander,0,32,0,6,0,0,1
Winters-Weiss,0,38,0,20,1,0,1
Owen-Green,1,41,0,18,0,0,0
Martinez-Anderson,1,46,0,8,1,1,0
"Jones, Golden and Williams",0,26,0,19,1,1,0
Bauer and Sons,1,49,1,19,1,1,0
"Fisher, Young and Robinson",0,30,1,18,0,1,0
Mcdowell-Sanchez,0,29,1,15,1,0,1
Miller Inc,1,46,0,19,0,1,1
Moore-Long,0,50,1,10,0,1,1
Lewis PLC,1,12,1,9,0,1,0
Walton LLC,1,25,0,10,0,1,1
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
"Riley, Johnson and Dunn",1,26,1,4,1,1,0
Callahan-Yates,1,24,0,20,1,1,0
"Bishop, Gonzalez and Larson",0,29,1,19,1,0,0
Joseph PLC,0,26,1,13,0,1,1
Becker PLC,1,34,1,2,1,1,0
"Cunningham, Patterson and Horton",0,18,0,7,1,0,1
Chan-Hudson,1,45,1,6,0,1,0
Powell Group,1,38,1,4,0,0,0
Lopez Inc,1,22,1,8,0,0,0
Carpenter-Evans,1,45,1,6,1,1,0
"Huber, Adams and Anderson",1,42,1,16,0,1,1
"Hull, Reynolds and Oliver",1,30,0,7,0,0,1
Bowman LLC,0,44,0,5,0,1,1
Carr-Rose,0,48,1,11,0,1,0
Walker Ltd,1,31,1,6,1,1,0
Dorsey-Peterson,1,0,1,15,1,1,1
"Norris, Kelly and Roberson",1,50,0,0,1,1,0
Mccall and Sons,1,46,1,20,0,1,0
"Fox, Miller and Mitchell",1,36,1,14,1,1,0
"Robles, Hines and Shepherd",0,21,0,12,1,1,1
"Turner, Kaufman and Ortiz",1,39,1,3,0,0,1
Delgado-Peterson,1,6,0,0,0,1,1
Mcconnell-Palmer,0,39,1,1,1,1,0
"Trevino, Barron and Hale",0,42,1,9,1,1,1
Miller-Smith,1,38,1,16,0,1,0
"Thomas, Curtis and Wolfe",0,49,1,7,0,1,1
Mcbride Inc,0,17,0,20,1,1,1
"Nunez, Collins and Lamb",1,22,1,17,1,1,0
Jordan-Sweeney,0,37,0,6,1,0,1
"Rowland, Williamson and Douglas",1,4,1,19,0,1,1
Koch-Patterson,0,18,1,0,0,0,1
Stewart PLC,1,16,0,15,0,1,1
Ross PLC,0,9,1,8,1,1,0
Mcmahon Ltd,1,36,1,8,0,1,1
Bell Inc,0,13,0,5,1,0,1
Garcia-Graves,1,19,1,0,0,1,0
"Bailey, Ochoa and Stevens",1,30,1,5,1,0,1
"Jackson, Rodriguez and Parker",0,45,1,12,1,1,1
Ellison-Gray,1,32,1,4,0,1,0
Taylor-Tucker,1,23,0,17,0,1,1
"Gordon, Mcmahon and Hughes",1,27,0,8,1,1,0
Cunningham Inc,1,8,1,8,0,0,1
Hampton and Sons,0,33,0,4,0,0,1
"Foster, Vasquez and Rogers",0,30,1,12,0,1,1
Santiago Group,1,10,1,5,1,0,0
Massey-Barr,0,39,1,8,1,0,1
Benton-Gomez,0,42,0,15,0,1,1
Hernandez-Saunders,1,30,0,1,0,0,1
"Russell, Dudley and Alvarez",1,50,1,15,0,0,0
"Carr, Rhodes and Davis",0,31,0,14,1,0,1
"Campbell, Oconnor and Allen",1,3,1,6,1,1,0
Flores Group,1,7,1,5,0,1,1
Smith PLC,1,6,0,19,1,1,1
"Huynh, Murillo and Brown",0,46,0,7,1,0,1
Gonzalez-Pugh,0,45,0,12,0,1,1
Murphy PLC,0,45,0,18,0,0,1
Mcneil Inc,1,15,1,13,1,1,0
"Smith, Gonzalez and Murphy",1,2,1,3,1,1,0
Pearson-Mccullough,0,37,0,17,1,1,1
Sutton-Davis,1,30,1,19,0,1,0
Olson-Johnson,0,50,0,12,0,0,1
Alvarez-Wagner,1,31,1,12,1,1,1
Brooks Ltd,1,48,1,13,1,1,0
Gordon-Marsh,0,42,0,1,1,1,1
Glass-Frye,1,5,1,5,0,1,0
Johnson-Lewis,0,36,0,2,0,1,1
Thompson-Ruiz,1,10,0,2,0,0,1
Sanders-Harris,1,25,1,6,0,0,0
Garcia-Brown,1,47,0,9,1,1,1
Robinson-Gonzalez,1,16,0,17,1,0,0
Cummings-Gonzales,0,29,1,3,1,1,0
Romero Group,1,18,1,20,1,1,1
Craig Ltd,1,11,1,3,1,0,1
Carpenter-Dodson,1,19,1,3,1,0,0
Gordon-Leblanc,1,30,1,14,1,1,1
"Farrell, Butler and Davila",0,26,1,7,1,1,0
"Moore, Delacruz and Roberts",1,6,1,5,1,0,0
"Carter, Parker and Hernandez",0,27,1,14,1,1,0
"Gray, Mcdowell and Foley",1,36,0,5,0,1,1
Fuentes-Duran,0,17,0,0,1,0,1
